"Participant","Recruitment","Condition","Experiment_StartDate","Experiment_Duration","Browser_Version","Mobile","Platform","Screen_Width","Screen_Height","Reward","Gender","Age","Education","Discipline","Student","Ethnicity","Country","Experiment_Enjoyment","Experiment_Feedback","Accuracy_Respiratory_A","Accuracy_Gastric_Q8","Accuracy_ColonBladder_Q1","Accuracy_Respiratory_Q1","Accuracy_State_Q3","Accuracy_Genital_A","Accuracy_Cardiac_Q1","Accuracy_Gastric_Q2","Accuracy_ColonBladder_Q3","Accuracy_ColonBladder_Q5","Accuracy_Gastric_Q5","Accuracy_State_Q4","Accuracy_ColonBladder_Q2","Accuracy_Gastric_Q1","Accuracy_ColonBladder_Q4","Accuracy_Gastric_Q6","Accuracy_SkinThermo_Q2","Accuracy_SkinThermo_Q1","Accuracy_State_Q5","Accuracy_Cardiac_Q2","Accuracy_SkinThermo_Q3","Accuracy_Genital_Q2","Accuracy_Gastric_Q4","Accuracy_Genital_Q1","Accuracy_Gastric_Q7","Accuracy_Gastric_Q3","Accuracy_State_Q1","Accuracy_SkinThermo_Q4","Accuracy_State_Q2","Sexual_ColonBladder_Q2","Sexual_State_Q3","Sexual_State_Q5","Sexual_State_A","Sexual_State_Q4","Sexual_SkinThermo_Q3","Sexual_Genital_Q2","Sexual_Gastric_Q2","Sexual_Respiratory_Q1","Sexual_Cardiac_Q1","Sexual_SkinThermo_Q2","Sexual_State_Q1","Sexual_Gastric_Q1","Sexual_SkinThermo_Q1","Sexual_Genital_Q1","Sexual_ColonBladder_Q1","Sexual_State_Q2","Nociception_ColonBladder_Q1","Nociception_ColonBladder_Q2","Nociception_State_Q2","Nociception_SkinThermo_Q1","Nociception_Cardiac_Q1","Nociception_Respiratory_Q1","Nociception_Respiratory_Q2","Nociception_ColonBladder_A","Nociception_SkinThermo_Q2","Nociception_Gastric_Q1","Nociception_Genital_Q2","Nociception_Genital_Q1","Nociception_SkinThermo_Q3","Nociception_Cardiac_Q2","Nociception_State_Q1","Confusion_ColonBladder_A","Confusion_Gastric_Q1","Confusion_State_Q1","Confusion_Respiratory_Q1","Confusion_ColonBladder_Q1","Confusion_Gastric_Q2","Confusion_Genital_Q1","Confusion_Cardiac_Q1","Confusion_SkinThermo_Q1","Confusion_State_Q2","Anxious_Cardiac_Q1","Anxious_State_Q5","Anxious_Genital_Q1","Anxious_State_Q1","Anxious_ColonBladder_Q1","Anxious_State_Q4","Anxious_SkinThermo_A","Anxious_State_Q3","Anxious_SkinThermo_Q1","Anxious_SkinThermo_Q4","Anxious_SkinThermo_Q3","Anxious_State_Q2","Anxious_Respiratory_Q1","Anxious_Gastric_Q1","Anxious_SkinThermo_Q2","Sensitivity_State_Q1","Sensitivity_SkinThermo_Q6","Sensitivity_SkinThermo_Q1","Sensitivity_Gastric_A","Sensitivity_Respiratory_Q7","Sensitivity_Cardiac_Q6","Sensitivity_Respiratory_Q5","Sensitivity_State_Q3","Sensitivity_Respiratory_Q1","Sensitivity_Cardiac_Q4","Sensitivity_Cardiac_Q5","Sensitivity_Cardiac_Q7","Sensitivity_Genital_Q2","Sensitivity_Gastric_Q2","Sensitivity_ColonBladder_Q3","Sensitivity_Respiratory_Q6","Sensitivity_SkinThermo_Q3","Sensitivity_Cardiac_Q3","Sensitivity_Gastric_Q1","Sensitivity_Respiratory_Q3","Sensitivity_Cardiac_A","Sensitivity_Respiratory_Q4","Sensitivity_Gastric_Q4","Sensitivity_SkinThermo_Q7","Sensitivity_Gastric_Q5","Sensitivity_State_Q4","Sensitivity_Genital_Q3","Sensitivity_Gastric_Q3","Sensitivity_Genital_Q1","Sensitivity_Cardiac_Q1","Sensitivity_ColonBladder_Q1","Sensitivity_SkinThermo_Q8","Sensitivity_ColonBladder_Q4","Sensitivity_State_Q2","Sensitivity_SkinThermo_Q4","Sensitivity_Cardiac_Q2","Sensitivity_State_Q5","Sensitivity_SkinThermo_Q2","Sensitivity_SkinThermo_Q5","Sensitivity_Gastric_Q6","Sensitivity_Respiratory_Q2","Sensitivity_ColonBladder_Q2"
"S377","prolific","Random","2024-11-21 07:04:50",18.5278666666667,"opera 114.0.0","false","Windows 10",1275,877,"Automatic","Male",22,"Bachelor","Culinary Arts",TRUE,"Hispanic/Latino","United States",4,NA,0,5,0,3,6,0,3,6,6,6,4,0,4,6,6,6,4,4,6,3,6,6,1,6,0,2,1,6,6,0,0,4,6,6,3,6,4,6,6,6,6,0,6,6,0,6,6,4,5,4,0,1,6,0,6,0,3,6,6,0,6,6,6,0,2,4,6,6,4,5,4,6,6,0,4,2,6,0,4,5,6,5,4,6,2,6,4,2,2,6,1,6,6,3,3,6,6,5,3,4,5,2,4,4,2,3,6,4,0,0,6,6,6,5,6,3,6,5,3,4,6,2,6,5,0,4,4,6
"S296","prolific","Domains","2024-11-19 21:36:39",13.0524666666667,"chrome 130.0.0","false","Chrome OS",1366,633,"Automatic","Male",60,"High school",NA,FALSE,"White","United Kingdom",4,NA,0,3,5,4,2,0,4,3,1,5,4,4,4,1,1,2,1,1,4,4,6,5,3,6,5,4,1,4,2,4,0,5,6,6,1,6,3,6,6,6,6,0,6,6,1,6,0,2,4,5,6,4,4,0,5,4,4,6,2,5,3,6,4,5,4,0,3,4,5,3,5,3,4,0,2,1,1,0,5,1,1,2,1,1,1,1,3,3,3,6,2,6,3,3,3,4,1,2,4,3,4,4,2,4,2,2,6,4,4,5,5,4,4,3,5,5,2,2,5,3,5,5,1,4,1,3,2,3
"S139","prolific","Domains","2024-11-19 12:47:12",21.01375,"chrome 131.0.0","false","Windows 10",1600,898,"Automatic","Female",40,"Bachelor","Arts and Humanities",FALSE,"White","United Kingdom",3,"I think i am more aware of my heart because i have an irregular heart beat. I feel i have to be aware of what my heart is doing, to be safe. ",0,1,1,5,6,0,5,6,1,1,0,5,1,6,3,5,6,6,5,6,6,1,3,4,1,3,5,4,6,0,5,3,6,6,1,6,3,5,6,1,6,0,5,5,0,5,0,0,6,6,3,1,2,0,5,3,6,6,2,3,6,6,0,0,1,0,0,2,6,1,1,6,0,0,6,4,6,0,3,3,5,5,4,3,3,1,6,5,6,6,4,6,3,5,3,5,1,5,3,4,6,5,5,6,5,2,6,2,0,6,0,6,0,5,4,6,5,3,3,6,4,6,4,6,1,5,1,3
"S325","prolific","Dimensions","2024-11-20 07:48:45",8.65588333333333,"firefox 132.0.0","false","Windows 10",958,918,"Automatic","Male",36,"High school",NA,FALSE,"White","United Kingdom",3,NA,0,1,2,6,4,0,0,4,0,2,1,1,5,4,4,5,4,0,3,6,5,0,2,6,0,0,4,4,4,1,4,6,6,6,0,3,0,4,4,0,6,0,2,4,0,6,0,0,5,0,0,0,0,0,3,0,1,2,4,0,5,6,2,4,0,0,0,4,5,4,1,4,0,0,4,0,6,0,0,4,0,0,6,3,4,6,6,1,2,6,4,0,4,6,1,2,6,3,4,2,5,2,0,2,2,1,6,3,0,0,0,6,0,2,6,1,2,3,3,4,1,2,4,3,0,1,2,3
"S141","prolific","Dimensions","2024-11-19 12:48:29",9.75368333333333,"chrome 130.0.0","false","Windows 10",1536,695,"Automatic","Male",26,"High school",NA,FALSE,"White","United Kingdom",2,"Nothing.",0,2,5,4,3,0,3,4,0,2,0,2,1,3,4,4,2,2,2,2,4,2,4,5,2,0,5,2,5,0,3,5,6,5,1,5,2,3,3,5,5,0,2,5,0,3,4,0,4,3,1,2,1,0,2,0,3,5,3,1,2,6,5,2,2,1,5,3,3,2,1,4,1,1,3,0,5,0,2,2,1,2,2,2,0,4,3,3,4,6,3,3,1,1,4,4,1,3,3,2,5,2,3,3,0,4,6,4,1,3,1,4,2,1,4,3,4,3,4,1,3,3,3,4,2,3,4,4
"S312","prolific","Domains","2024-11-20 00:01:00",53.1633833333333,"chrome 131.0.0","false","Windows 10",1366,633,"Automatic","Female",32,"Bachelor","Business, Economics",TRUE,"Southeast Asian","United Kingdom",4,"No",0,0,3,4,5,0,4,4,5,6,5,5,3,5,2,5,5,2,5,4,6,5,4,3,2,2,5,3,5,5,0,5,6,6,4,6,0,6,6,4,5,5,1,5,5,5,6,0,6,4,2,1,1,0,4,3,6,6,5,2,6,6,3,2,4,2,5,5,2,3,2,4,1,2,5,5,5,0,2,3,2,2,4,4,2,4,5,0,4,6,4,4,4,5,4,4,4,4,3,5,5,4,4,4,5,4,6,4,0,5,3,6,3,5,3,4,5,4,0,5,5,4,5,4,2,4,4,5
"S432","prolific","Random","2024-11-21 15:28:05",15.6516333333333,"chrome 131.0.0","false","Windows 10",1536,695,"Automatic","Female",33,"Bachelor","Engineering, Computer Science",FALSE,"Hispanic/Latino","United Kingdom",4,NA,0,0,6,2,6,0,5,4,2,5,5,5,0,5,0,1,1,4,5,6,2,6,6,6,5,0,5,6,5,4,6,6,6,5,2,6,6,2,4,4,6,5,1,6,4,6,6,0,5,4,2,1,2,0,6,0,6,6,1,3,5,6,6,1,6,0,0,4,5,5,4,5,5,6,2,6,6,0,3,4,4,3,6,2,4,5,1,2,2,6,2,0,0,0,1,0,2,5,6,0,5,2,3,1,0,2,6,0,0,5,6,6,6,0,6,1,4,6,0,2,2,4,6,3,1,4,0,4
"S503","prolific","Dimensions","2024-11-22 09:00:29",39.7914833333333,"edge-chromium 130.0.0","false","Windows 10",1912,964,"Automatic","Male",43,"Bachelor","Engineering, Computer Science",FALSE,"East Asian","United Kingdom",3,NA,0,3,4,2,5,0,1,5,4,4,2,5,3,5,3,3,3,4,5,1,4,3,3,4,3,2,5,3,5,2,5,5,6,5,2,5,3,4,3,4,5,2,3,3,2,5,4,2,5,4,1,1,1,0,4,1,4,4,4,1,5,6,2,3,2,2,3,4,2,3,3,3,2,4,4,4,5,0,4,3,4,3,5,3,4,4,4,2,3,6,3,1,4,4,1,1,4,3,4,3,3,4,2,2,4,2,6,2,5,3,4,5,5,4,4,2,5,4,2,3,5,2,4,3,4,2,2,5
"S324","prolific","Domains","2024-11-20 07:48:42",46.4328166666667,"chrome 131.0.0","false","Windows 10",1920,953,"Automatic","Male",38,"Bachelor","History, Archaeology",FALSE,"White","United Kingdom",2,NA,0,1,1,2,6,0,0,5,0,1,1,5,4,5,3,1,0,1,2,0,6,5,5,6,1,0,6,1,5,0,1,5,6,6,0,4,3,0,0,0,5,0,0,5,0,5,3,0,1,0,0,0,0,0,4,0,5,3,0,0,3,6,1,0,0,1,3,1,0,3,0,6,0,0,5,4,5,0,2,3,0,2,5,4,1,3,3,0,0,6,0,0,6,3,0,0,5,1,1,0,3,3,0,0,2,0,6,0,0,1,0,5,0,0,0,1,2,4,0,2,1,0,1,5,0,1,0,2
"S265","prolific","Dimensions","2024-11-19 20:31:30",11.6614333333333,"chrome 131.0.0","false","Windows 10",1360,607,"Automatic","Male",77,"Doctorate","History, Archaeology",NA,"White","Ireland",4,NA,0,4,6,1,4,0,3,0,4,4,4,4,0,1,2,5,4,1,2,0,4,2,5,5,4,2,2,3,2,5,2,4,6,4,1,5,4,3,4,2,5,0,2,6,5,5,4,3,3,5,0,0,0,0,4,1,4,6,4,0,3,6,2,2,0,5,4,2,2,2,4,3,2,2,3,1,4,0,2,2,2,3,4,2,4,4,4,1,4,6,1,2,4,2,1,1,2,2,3,2,4,5,2,1,4,1,6,2,0,4,0,2,4,2,4,1,5,4,5,4,5,2,2,2,0,2,1,5
"S300","prolific","Dimensions","2024-11-19 21:36:52",25.9790833333333,"edge-chromium 130.0.0","false","Windows 10",1530,770,"Automatic","Male",73,"High school",NA,FALSE,"White","United Kingdom",3,NA,0,4,5,5,5,0,4,5,4,5,1,4,3,5,4,4,4,4,5,1,2,1,2,6,1,2,5,1,5,0,6,6,5,6,2,6,4,5,4,3,6,1,3,6,0,6,1,0,5,3,1,1,1,0,5,1,4,6,4,2,5,6,2,2,2,1,4,6,2,3,2,5,1,1,5,1,6,0,4,5,2,2,4,5,1,5,5,1,2,6,4,0,2,4,4,3,3,4,5,4,2,2,4,4,4,3,6,4,1,3,0,6,4,4,5,2,5,1,2,4,5,2,4,4,1,2,3,4
"S420","prolific","Domains","2024-11-21 14:37:08",13.77495,"chrome 131.0.0","false","Windows 10",1536,695,"Automatic","Female",28,"Bachelor","Business, Economics",FALSE,NA,"United Kingdom",4,NA,0,4,6,5,5,0,5,4,5,6,2,4,0,5,2,5,4,4,5,5,6,6,1,5,2,5,4,4,5,6,4,4,6,6,3,5,1,3,3,5,5,1,5,6,5,5,5,3,5,6,2,4,4,0,6,6,6,5,6,3,5,6,3,3,1,4,3,5,6,5,3,6,2,2,6,6,6,0,3,6,4,6,6,5,6,6,4,6,3,6,5,6,3,3,5,5,2,6,4,6,4,3,3,6,6,5,6,4,5,5,1,5,4,5,5,5,5,6,5,5,6,5,6,5,6,5,5,6
"S117","prolific","Dimensions","2024-11-19 11:46:59",12.9103166666667,"chrome 103.0.0","false","Chrome OS",1366,617,"Automatic","Female",34,"Master","Psychology, Neuroscience",FALSE,"Native American","United States",4,NA,0,2,3,4,4,0,3,4,4,5,3,4,2,4,2,5,5,5,5,4,5,5,3,6,4,2,4,5,4,0,4,6,6,6,0,4,4,3,3,0,6,0,4,6,0,5,3,5,6,3,2,1,1,0,4,5,4,4,5,2,4,6,6,3,2,2,6,0,5,4,3,5,2,0,5,0,6,0,3,5,3,4,3,4,3,5,4,4,5,6,3,2,4,3,5,3,5,4,4,4,5,4,6,3,4,3,6,2,3,6,1,6,3,3,4,4,6,5,4,4,5,3,5,6,3,2,3,5
"S504","prolific","Random","2024-11-22 09:01:06",26.9133,"chrome 131.0.0","false","Windows 10",1366,633,"Automatic","Male",45,"Master","Engineering, Computer Science",FALSE,"East Asian","United Kingdom",4,"very interesting and informative study.",0,4,3,3,3,0,3,3,3,4,3,4,3,3,3,3,3,2,4,3,4,2,4,5,2,4,3,2,3,1,2,5,6,5,2,6,4,4,5,1,5,2,4,5,4,4,4,2,3,2,3,2,2,0,2,0,3,5,4,4,2,6,4,3,2,5,4,3,3,2,3,4,2,2,3,4,4,0,3,3,2,4,4,3,5,4,5,0,1,6,3,2,2,4,3,4,2,4,3,3,3,3,3,3,3,3,6,4,4,0,4,4,4,3,4,3,3,5,2,5,4,5,4,3,1,4,4,4
"S406","prolific","Random","2024-11-21 12:18:16",8.3529,"chrome 131.0.0","false","Windows 10",1920,953,"Automatic","Female",52,"High school",NA,FALSE,"White","United Kingdom",4,NA,0,1,1,3,6,0,4,4,2,1,0,4,0,5,0,2,2,4,2,2,5,0,4,5,0,0,5,0,4,0,1,4,6,6,1,5,2,2,3,3,6,0,1,4,0,6,2,0,5,6,0,0,0,0,5,0,6,3,4,0,3,6,0,0,1,1,2,1,2,1,0,4,0,0,5,4,3,0,2,1,0,4,4,1,3,5,5,0,3,6,2,0,3,2,1,1,1,2,1,4,1,2,3,2,3,1,6,0,0,4,1,5,0,3,3,2,6,4,1,5,6,2,2,1,0,3,2,6
"S435","prolific","Random","2024-11-21 15:28:57",10.85675,"chrome 131.0.0","false","Windows 10",779,778,"Automatic","Male",25,"Bachelor","Business, Economics",FALSE,"South Asian","United Kingdom",4,NA,0,0,4,5,4,0,5,2,3,4,0,4,3,4,1,0,5,4,5,0,5,0,2,5,6,1,4,3,2,0,3,5,6,5,0,5,4,1,3,1,5,0,1,4,1,5,4,0,5,5,0,0,0,0,6,0,5,4,0,0,5,6,0,5,2,1,2,4,4,5,3,5,0,0,4,1,4,0,2,1,0,0,3,0,0,0,5,6,5,6,1,0,0,2,4,3,0,3,4,1,0,4,4,4,3,3,6,4,4,5,0,5,4,4,4,4,4,5,0,2,6,5,1,4,0,1,3,4
"S019","prolific","Domains","2024-11-18 21:58:19",10.2685666666667,"chrome 116.0.0","false","Mac OS",1280,715,"Automatic","Female",25,"Master","Biology, Chemistry, Physics",TRUE,"East Asian","United Kingdom",4,NA,1,1,1,1,0,0,0,1,2,2,0,1,1,2,0,1,1,0,1,2,0,1,1,1,1,1,1,1,1,2,1,2,6,2,2,1,4,6,3,1,1,2,2,2,2,2,1,1,1,1,0,1,0,0,4,1,0,0,0,1,0,6,1,1,1,0,1,1,1,1,1,4,1,2,1,1,3,0,4,2,2,1,1,3,2,2,5,1,1,6,1,1,1,2,1,1,1,1,0,2,1,1,4,1,2,1,6,2,2,4,0,1,1,4,1,2,2,1,0,1,5,1,1,1,1,1,3,2
"S449","prolific","Random","2024-11-21 16:31:34",18.8244833333333,"chrome 131.0.0","false","Windows 10",1280,559,"Automatic","Male",49,"High school",NA,FALSE,"White","United States",4,"thank you",0,0,0,6,6,0,6,6,0,0,0,6,6,6,0,6,6,6,6,0,6,6,0,6,6,0,6,0,6,0,0,6,6,6,0,6,6,6,6,6,6,0,6,6,0,6,6,0,6,6,0,0,0,0,6,0,6,6,6,0,6,6,0,0,0,0,0,0,0,6,6,6,0,6,6,0,6,0,0,6,6,0,6,6,0,6,6,6,6,6,4,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"S039","prolific","Dimensions","2024-11-19 08:13:40",9.87651666666667,"chrome 130.0.0","false","Windows 10",1536,730,"Automatic","Female",41,"Bachelor","Literature, Languages",FALSE,"White","United Kingdom",3,NA,0,2,1,1,5,0,1,2,1,1,2,2,1,1,2,4,3,3,2,2,3,2,5,5,3,3,1,4,4,2,1,4,6,4,1,4,2,3,4,3,5,2,2,5,0,3,1,0,5,2,0,0,0,0,3,0,2,4,4,0,4,6,4,3,0,0,3,3,3,4,2,5,1,1,4,1,4,0,3,2,1,2,4,3,2,4,4,5,4,6,3,1,2,3,1,0,2,4,3,2,3,1,3,0,1,1,6,2,0,2,1,2,2,1,3,0,3,3,1,3,6,3,5,2,1,3,1,4
"S055","prolific","Random","2024-11-19 09:39:01",17.5746833333333,"safari 17.6.0","false","Mac OS",1280,720,"Automatic","Male",64,"High school",NA,FALSE,"White",NA,4,NA,0,4,5,6,6,0,6,5,0,6,5,4,6,0,6,6,5,5,4,5,0,6,6,6,0,3,1,6,6,0,3,5,6,5,4,3,5,6,6,0,5,0,4,5,0,5,6,5,6,1,5,6,6,0,5,3,3,4,6,6,2,6,5,2,6,6,0,2,1,5,3,6,0,6,6,0,6,0,5,6,6,6,6,6,6,6,2,5,6,6,6,6,0,5,5,6,0,6,2,4,6,3,6,6,3,5,6,4,0,6,2,6,2,4,2,6,6,6,2,2,6,6,6,3,2,5,6,4
"S288","prolific","Dimensions","2024-11-19 21:06:34",16.4486833333333,"chrome 131.0.0","false","Windows 10",1196,738,"Automatic","Female",32,"Bachelor","Business, Economics",FALSE,"Mixed","United Kingdom",4,"I would appreciate what would be the outcome of the research as this is interesting! Thank you for the study.",0,6,3,2,1,0,5,2,1,1,2,6,2,5,0,6,6,5,6,1,5,2,5,5,1,2,6,2,4,0,2,5,6,6,0,4,5,5,4,2,6,3,6,4,0,6,0,0,1,4,0,1,4,0,5,4,2,2,6,2,5,6,1,4,6,0,2,4,2,5,4,4,4,0,5,4,6,0,2,2,1,3,6,5,5,6,6,4,1,6,4,4,2,2,2,1,4,5,2,3,0,2,1,2,2,1,6,1,1,5,0,6,0,2,5,1,1,3,0,5,6,2,5,3,6,4,2,0
"S352","prolific","Dimensions","2024-11-20 13:13:08",12.1837833333333,"edge-chromium 131.0.0","false","Windows 10",1528,738,"Automatic","Female",19,"High school",NA,TRUE,"White",NA,NA,NA,0,6,4,3,4,0,2,0,4,6,4,4,0,2,2,0,3,4,1,2,4,6,0,6,6,5,4,5,2,4,1,2,6,3,2,6,5,3,3,4,4,2,5,6,4,4,2,3,5,3,1,1,4,0,5,6,6,6,3,1,3,6,5,2,2,3,4,5,4,4,4,5,1,6,3,4,4,0,3,5,6,5,4,5,4,6,2,6,2,6,4,3,3,3,2,1,4,2,5,5,6,3,4,1,5,2,6,3,2,6,5,3,4,4,6,1,4,1,5,1,1,2,3,4,5,5,2,4
"S367","prolific","Dimensions","2024-11-20 18:06:58",41.2155,"chrome 131.0.0","false","Mac OS",1512,765,"Automatic","Male",25,"Bachelor","Design",FALSE,"Southeast Asian","Australia",3,NA,0,6,5,4,4,0,4,5,5,5,3,5,2,4,3,2,4,4,4,2,4,4,3,4,2,4,4,2,4,3,3,6,6,4,2,6,2,3,2,5,6,2,3,4,2,4,5,2,4,4,1,4,4,0,3,4,4,4,5,0,5,6,4,4,2,4,3,3,3,4,4,6,4,3,4,2,4,0,5,2,3,2,4,4,4,5,4,3,2,5,5,4,4,4,3,3,4,6,3,4,5,4,4,2,4,4,5,4,2,3,4,4,4,4,4,2,5,4,5,5,3,5,5,3,1,4,4,5
"S017","prolific","Dimensions","2024-11-18 21:57:24",16.4820166666667,"chrome 109.0.0","false","Windows 10",1064,573,"Automatic","Male",31,"Master","Psychology, Neuroscience",FALSE,"Mixed","United Kingdom",4,NA,0,0,3,6,6,0,6,6,0,2,0,6,3,6,3,3,6,5,6,6,6,3,3,6,6,0,6,0,6,0,6,6,6,6,0,6,6,6,6,6,6,0,6,6,0,6,6,0,6,6,0,0,0,0,6,0,6,6,6,0,6,6,6,6,4,0,0,6,3,6,2,6,6,6,6,0,6,0,6,6,6,6,6,6,0,6,6,6,6,6,6,6,0,6,6,6,0,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"S108","prolific","Domains","2024-11-19 11:40:42",21.6023166666667,"chrome 130.0.0","false","Windows 10",1517,754,"Automatic","Male",59,"Master","Business, Economics",FALSE,"South Asian","United Kingdom",3,NA,0,1,1,1,6,0,4,6,0,0,0,5,5,6,6,6,5,4,4,4,5,3,5,6,0,0,1,0,5,0,5,5,6,1,0,5,0,5,5,1,5,0,6,6,0,5,6,0,6,1,0,0,0,0,2,0,6,4,5,0,5,6,6,0,0,0,4,0,0,6,0,4,0,0,5,0,1,0,1,1,0,0,5,3,5,5,6,0,0,6,0,1,0,5,3,3,1,1,1,1,5,3,1,0,3,4,6,3,1,0,1,6,0,2,1,2,6,3,4,6,5,4,3,5,1,4,4,4
"S187","prolific","Dimensions","2024-11-19 15:43:07",13.7394666666667,"chrome 130.0.0","false","Windows 10",1920,953,"Automatic","Female",45,"Bachelor","Arts and Humanities",FALSE,"White","United Kingdom",4,NA,0,1,0,4,5,0,2,4,1,0,1,4,0,4,1,5,4,5,4,2,6,3,5,4,2,2,4,3,4,0,4,4,6,5,3,4,3,3,3,3,4,3,3,4,0,4,3,1,5,5,2,1,1,0,4,3,3,3,5,2,5,6,2,4,1,0,2,4,2,5,4,4,1,3,4,3,4,0,3,1,3,3,4,4,3,4,4,5,5,6,3,2,0,4,4,2,3,4,3,4,2,4,4,2,3,4,6,3,4,4,1,5,3,3,3,3,2,3,3,4,5,2,3,5,5,3,4,2
"S192","prolific","Random","2024-11-19 15:53:20",18.4466833333333,"chrome 131.0.0","false","Windows 10",1536,776,"Automatic","Male",46,"Master","Mathematics, Physics",FALSE,"White","United States",4,"Thank you, all questions were understandable.",0,6,2,6,6,0,6,6,3,4,2,6,6,6,6,6,6,6,6,4,6,6,6,6,4,4,6,3,6,4,6,6,6,6,6,6,4,6,6,5,6,4,5,6,3,6,6,0,6,5,0,0,0,0,6,1,6,6,6,0,6,6,6,6,2,2,5,2,4,4,4,6,0,2,6,2,6,0,5,3,2,5,5,6,4,5,6,3,3,6,6,6,6,6,6,5,0,6,6,6,6,0,6,6,6,6,6,6,2,4,2,6,6,6,5,6,6,3,6,6,6,6,6,5,5,6,5,6
"S268","prolific","Domains","2024-11-19 20:32:01",27.6227666666667,"chrome 128.0.0","false","Mac OS",1440,723,"Automatic","Female",53,"Doctorate","Medicine",NA,"East Asian","United Kingdom",4,NA,0,4,1,6,6,0,3,5,0,3,0,5,5,6,6,5,6,4,6,4,6,3,5,6,4,0,5,3,6,3,5,5,6,6,3,6,3,5,5,3,5,3,3,5,3,6,5,3,6,6,0,3,0,0,6,0,6,6,6,0,6,6,3,0,3,0,0,3,3,4,3,6,0,3,6,3,6,0,4,6,3,6,6,6,6,6,6,3,3,6,4,3,5,5,3,3,5,5,4,3,3,5,6,3,4,3,6,3,4,6,3,6,3,3,3,4,3,3,3,3,5,3,6,6,3,3,3,5
"S253","prolific","Domains","2024-11-19 19:58:23",19.5144666666667,"firefox 132.0.0","false","Windows 10",1366,635,"Automatic","Male",55,"Elementary school",NA,NA,"White","United Kingdom",4,NA,0,3,4,3,5,0,2,2,5,5,4,3,1,4,3,3,2,2,5,3,6,3,1,6,3,5,4,4,4,0,5,6,6,5,0,6,1,5,6,4,6,2,4,6,0,6,3,4,5,3,4,2,1,0,4,5,3,4,4,3,4,6,4,4,1,4,2,4,4,3,3,5,1,1,5,4,5,0,2,4,2,4,5,3,5,6,4,1,3,6,2,2,1,3,5,2,0,3,3,3,5,4,4,2,5,5,6,2,0,6,4,6,4,3,5,2,5,5,1,4,6,4,5,3,0,4,2,5
"S297","prolific","Domains","2024-11-19 21:36:39",19.5285666666667,"chrome 131.0.0","false","Windows 10",1366,617,"Automatic","Male",44,"Bachelor","Biology, Chemistry, Physics",FALSE,"White","United Kingdom",4,NA,0,3,3,4,4,0,4,4,2,3,2,3,3,1,3,4,3,3,3,4,4,3,5,6,2,2,4,3,3,0,2,5,6,6,1,6,4,4,3,1,6,1,3,6,0,6,3,0,3,3,0,1,1,0,3,3,4,4,5,0,3,6,4,4,0,2,2,4,3,3,2,3,2,0,3,3,6,0,2,3,1,1,5,3,6,4,3,1,1,6,2,1,3,3,2,2,3,3,3,1,1,2,2,3,3,2,6,2,1,2,1,3,2,3,4,1,2,4,0,2,3,3,4,3,3,2,2,3
"S304","prolific","Dimensions","2024-11-19 21:48:07",14.4898833333333,"chrome 130.0.0","false","Windows 10",1707,735,"Automatic","Female",39,"Master","History, Archaeology",FALSE,"White","Ireland",2,NA,0,6,5,1,5,0,3,5,1,0,3,4,2,5,3,2,3,4,2,0,6,0,6,6,0,2,2,0,3,0,4,6,6,6,0,6,0,6,6,6,6,0,6,6,0,6,3,2,5,0,0,0,0,0,3,5,6,6,6,0,5,6,6,0,0,2,5,0,0,0,2,3,0,0,3,6,6,0,3,6,0,6,0,5,6,6,6,0,0,6,3,1,3,0,0,0,3,3,6,3,4,3,4,0,4,2,6,0,0,2,6,6,0,3,3,1,6,3,4,5,5,2,4,0,6,6,1,6
"S140","prolific","Dimensions","2024-11-19 12:47:28",13.1595166666667,"firefox 132.0.0","false","Windows 10",1280,586,"Automatic","Female",20,"Bachelor","Psychology, Neuroscience",TRUE,"Middle Eastern/North African","United Kingdom",3,NA,0,1,2,4,0,0,4,4,2,4,1,1,3,4,1,0,1,4,4,3,5,2,4,3,1,4,5,4,4,0,3,2,6,4,2,4,3,6,4,2,2,1,1,4,0,2,3,2,3,4,1,5,4,0,4,1,4,3,0,1,2,6,3,4,4,1,1,5,3,4,4,5,4,1,4,2,4,0,4,4,2,4,4,5,2,2,3,4,4,5,4,3,3,2,5,3,1,5,3,2,3,2,1,5,2,4,6,4,4,4,1,4,2,2,3,3,2,4,3,3,2,4,3,4,5,1,5,2
"S340","prolific","Random","2024-11-20 12:13:55",18.0686833333333,"edge-chromium 131.0.0","false","Windows 10",1260,554,"Automatic","Male",41,"Bachelor","Medicine",FALSE,"White","United Kingdom",3,NA,0,3,2,5,6,0,2,5,0,3,2,4,3,5,0,1,4,3,5,5,5,4,4,6,4,2,3,2,4,1,5,5,6,6,2,5,5,4,4,4,6,2,2,4,1,4,1,1,6,5,1,0,1,0,5,1,6,6,2,1,5,6,4,5,4,2,1,4,3,3,4,5,0,0,6,5,5,0,5,4,4,4,5,5,5,5,4,2,4,6,4,2,4,3,3,3,4,4,5,2,6,4,5,3,3,2,6,2,2,5,4,6,3,3,6,3,5,1,6,5,6,3,4,4,3,3,2,6
