"Participant","Recruitment","Condition","Experiment_StartDate","Experiment_Duration","Browser_Version","Mobile","Platform","Screen_Width","Screen_Height","Reward","Gender","Age","Education","Discipline","Student","Ethnicity","Country","Experiment_Enjoyment","Experiment_Feedback","Accuracy_Respiratory_A","Accuracy_Gastric_Q8","Accuracy_ColonBladder_Q1","Accuracy_Respiratory_Q1","Accuracy_State_Q3","Accuracy_Genital_A","Accuracy_Cardiac_Q1","Accuracy_Gastric_Q2","Accuracy_ColonBladder_Q3","Accuracy_ColonBladder_Q5","Accuracy_Gastric_Q5","Accuracy_State_Q4","Accuracy_ColonBladder_Q2","Accuracy_Gastric_Q1","Accuracy_ColonBladder_Q4","Accuracy_Gastric_Q6","Accuracy_SkinThermo_Q2","Accuracy_SkinThermo_Q1","Accuracy_State_Q5","Accuracy_Cardiac_Q2","Accuracy_SkinThermo_Q3","Accuracy_Genital_Q2","Accuracy_Gastric_Q4","Accuracy_Genital_Q1","Accuracy_Gastric_Q7","Accuracy_Gastric_Q3","Accuracy_State_Q1","Accuracy_SkinThermo_Q4","Accuracy_State_Q2","Sexual_ColonBladder_Q2","Sexual_State_Q3","Sexual_State_Q5","Sexual_State_A","Sexual_State_Q4","Sexual_SkinThermo_Q3","Sexual_Genital_Q2","Sexual_Gastric_Q2","Sexual_Respiratory_Q1","Sexual_Cardiac_Q1","Sexual_SkinThermo_Q2","Sexual_State_Q1","Sexual_Gastric_Q1","Sexual_SkinThermo_Q1","Sexual_Genital_Q1","Sexual_ColonBladder_Q1","Sexual_State_Q2","Nociception_ColonBladder_Q1","Nociception_ColonBladder_Q2","Nociception_State_Q2","Nociception_SkinThermo_Q1","Nociception_Cardiac_Q1","Nociception_Respiratory_Q1","Nociception_Respiratory_Q2","Nociception_ColonBladder_A","Nociception_SkinThermo_Q2","Nociception_Gastric_Q1","Nociception_Genital_Q2","Nociception_Genital_Q1","Nociception_SkinThermo_Q3","Nociception_Cardiac_Q2","Nociception_State_Q1","Confusion_ColonBladder_A","Confusion_Gastric_Q1","Confusion_State_Q1","Confusion_Respiratory_Q1","Confusion_ColonBladder_Q1","Confusion_Gastric_Q2","Confusion_Genital_Q1","Confusion_Cardiac_Q1","Confusion_SkinThermo_Q1","Confusion_State_Q2","Anxious_Cardiac_Q1","Anxious_State_Q5","Anxious_Genital_Q1","Anxious_State_Q1","Anxious_ColonBladder_Q1","Anxious_State_Q4","Anxious_SkinThermo_A","Anxious_State_Q3","Anxious_SkinThermo_Q1","Anxious_SkinThermo_Q4","Anxious_SkinThermo_Q3","Anxious_State_Q2","Anxious_Respiratory_Q1","Anxious_Gastric_Q1","Anxious_SkinThermo_Q2","Sensitivity_State_Q1","Sensitivity_SkinThermo_Q6","Sensitivity_SkinThermo_Q1","Sensitivity_Gastric_A","Sensitivity_Respiratory_Q7","Sensitivity_Cardiac_Q6","Sensitivity_Respiratory_Q5","Sensitivity_State_Q3","Sensitivity_Respiratory_Q1","Sensitivity_Cardiac_Q4","Sensitivity_Cardiac_Q5","Sensitivity_Cardiac_Q7","Sensitivity_Genital_Q2","Sensitivity_Gastric_Q2","Sensitivity_ColonBladder_Q3","Sensitivity_Respiratory_Q6","Sensitivity_SkinThermo_Q3","Sensitivity_Cardiac_Q3","Sensitivity_Gastric_Q1","Sensitivity_Respiratory_Q3","Sensitivity_Cardiac_A","Sensitivity_Respiratory_Q4","Sensitivity_Gastric_Q4","Sensitivity_SkinThermo_Q7","Sensitivity_Gastric_Q5","Sensitivity_State_Q4","Sensitivity_Genital_Q3","Sensitivity_Gastric_Q3","Sensitivity_Genital_Q1","Sensitivity_Cardiac_Q1","Sensitivity_ColonBladder_Q1","Sensitivity_SkinThermo_Q8","Sensitivity_ColonBladder_Q4","Sensitivity_State_Q2","Sensitivity_SkinThermo_Q4","Sensitivity_Cardiac_Q2","Sensitivity_State_Q5","Sensitivity_SkinThermo_Q2","Sensitivity_SkinThermo_Q5","Sensitivity_Gastric_Q6","Sensitivity_Respiratory_Q2","Sensitivity_ColonBladder_Q2"
"S512","prolific","Dimensions",2024-11-23 04:54:40,35.0080833333333,"chrome 131.0.0","false","Windows 10",1536,776,"Automatic","Male",49,"Doctorate","Engineering, Computer Science",NA,"Black","United States",4,"I found this engaging and fun.",0,2,3,2,6,0,2,4,2,4,2,6,4,6,2,3,5,5,6,0,6,0,4,6,0,2,6,1,6,0,0,6,6,6,2,6,3,5,4,2,6,0,6,6,0,5,6,0,6,5,0,1,0,0,1,1,4,1,6,0,6,6,5,6,0,0,1,1,0,3,0,4,0,2,6,2,6,0,2,6,1,2,4,2,1,6,6,5,4,6,1,5,1,2,3,2,0,3,5,2,4,2,6,0,6,2,6,4,4,2,4,6,6,6,5,4,4,6,4,5,6,4,4,6,3,1,1,4
"S201","prolific","Dimensions",2024-11-19 16:19:27,13.20155,"edge-chromium 131.0.0","false","Windows 10",1912,954,"Automatic","Female",60,"High school",NA,FALSE,"White","United States",4,NA,0,1,0,5,3,0,5,2,0,0,1,4,0,6,0,5,5,1,3,3,5,0,0,3,1,1,5,0,5,0,5,3,6,5,2,3,2,3,4,4,3,1,4,3,0,3,0,0,6,4,0,1,1,0,4,0,0,1,5,0,6,6,2,0,1,0,2,0,0,1,0,3,1,0,6,0,6,0,3,4,2,2,3,4,2,5,6,3,4,6,3,1,5,6,5,2,5,0,0,5,6,6,4,5,4,4,6,1,1,6,0,6,0,5,0,4,2,3,6,6,6,1,3,4,5,4,1,2
"S093","prolific","Dimensions",2024-11-19 11:09:05,7.1655,"chrome 131.0.0","false","Windows 10",1280,551,"Automatic","Female",25,"High school",NA,FALSE,"White","United Kingdom",4,NA,0,5,6,6,3,0,2,6,2,6,3,2,2,4,5,4,3,5,6,6,6,6,6,1,2,5,6,6,5,0,4,4,6,5,2,5,1,4,4,4,4,2,5,4,0,4,6,0,4,1,0,5,5,0,4,1,6,5,1,0,4,6,6,6,6,1,1,0,5,6,6,1,6,0,4,4,6,0,6,6,5,6,4,6,6,6,6,6,6,6,6,6,6,6,2,4,6,6,1,2,6,4,5,5,1,5,6,2,6,6,4,6,0,1,1,2,6,5,5,6,2,1,5,3,5,6,2,6
"S603","prolific","Domains",2024-11-29 12:15:20,26.76005,"chrome 131.0.0","false","Windows 10",1920,945,"Automatic","Male",32,"Bachelor","Engineering, Computer Science",FALSE,"White","United States",3,NA,0,3,3,3,4,0,5,3,2,2,3,3,5,5,3,2,3,3,4,1,4,4,2,2,2,4,4,2,3,1,4,4,6,3,2,5,3,5,4,4,6,3,5,6,1,4,2,1,4,4,1,2,1,0,3,1,5,5,4,1,3,6,5,5,5,4,5,3,1,3,1,4,1,1,4,2,5,0,4,5,3,3,2,5,1,6,3,4,4,6,4,2,5,2,4,2,3,3,4,2,4,5,3,2,3,2,6,3,1,4,4,2,2,1,5,4,4,2,2,2,4,4,3,4,1,3,2,4
"S507","prolific","Dimensions",2024-11-22 13:41:09,910.9471,"chrome 131.0.0","false","Windows 10",1366,641,"Automatic","Male",38,"Master","Psychology, Neuroscience",FALSE,"Mixed","United Kingdom",4,"The questions given got me actually wondering about things going on in my body I previously never paid much attention to, those things are important. I enjoyed talking part in this experiment.",0,2,3,4,5,0,2,5,3,2,4,5,4,5,5,6,6,5,6,2,6,4,1,5,2,3,3,4,5,4,5,5,6,5,1,6,1,2,3,1,6,0,2,5,0,6,4,0,5,5,1,1,1,0,5,0,6,5,6,1,6,0,4,5,2,5,1,6,5,1,4,5,3,2,5,3,5,0,4,4,2,1,4,4,1,1,5,5,4,6,5,3,4,1,4,5,4,4,6,2,5,3,0,2,4,4,6,4,4,5,1,5,5,4,6,1,4,5,3,6,5,1,5,5,4,5,5,5
"S742","prolific","Domains",2024-12-02 10:13:23,11.4647,"chrome 131.0.0","false","Windows 10",1920,919,"Automatic","Male",31,"High school",NA,FALSE,"White","United Kingdom",4,"Quite an interesting study as it made me think about what I consider to be fairly subconcious thoughts. Thank you for the involvement.",0,1,3,4,3,0,4,4,2,2,3,3,1,4,2,1,1,2,4,2,3,3,4,5,2,3,3,1,3,0,3,5,6,5,0,5,3,3,4,1,4,1,1,5,0,4,2,0,3,3,1,1,2,0,1,1,2,5,3,0,2,6,1,2,2,1,2,3,4,1,2,3,1,0,5,4,5,0,2,3,1,1,4,3,4,3,3,2,3,6,2,1,2,3,2,4,2,3,4,3,2,1,4,5,2,3,6,5,2,5,2,5,3,2,3,4,5,4,1,3,5,4,4,4,3,2,2,4
"S368","prolific","Random",2024-11-20 18:14:20,11.6268666666667,"chrome 131.0.0","false","Windows 10",1280,593,"Automatic","Male",44,"High school",NA,FALSE,"Mixed","United Kingdom",4,NA,0,1,2,4,6,0,4,3,0,3,0,5,3,6,3,3,5,3,5,1,6,5,6,6,0,0,5,6,6,1,1,5,6,6,0,6,0,6,3,2,5,3,4,6,3,5,4,0,6,6,0,1,0,0,6,1,6,6,6,0,4,6,4,6,3,3,4,6,3,2,4,6,3,6,3,4,6,0,0,5,4,6,4,4,5,6,4,2,6,6,3,0,0,2,4,0,3,3,6,4,5,3,4,3,4,4,6,4,6,6,1,6,4,3,6,5,6,6,1,5,6,5,4,5,2,6,4,6
"S185","prolific","Dimensions",2024-11-19 15:42:58,14.1965666666667,"chrome 130.0.0","false","Windows 10",2560,1313,"Automatic","Male",28,"High school",NA,FALSE,"White","United Kingdom",4,"interesting result, i like learning about myself",0,2,3,4,5,0,1,3,0,2,4,5,2,4,5,4,4,2,4,0,5,1,5,3,4,5,4,4,6,0,5,6,6,6,0,5,2,2,1,2,6,1,0,2,0,5,3,0,5,3,0,0,1,0,3,3,4,5,5,0,5,6,6,5,4,0,3,2,0,1,5,3,1,1,4,0,5,0,5,4,2,1,4,3,6,2,6,2,3,4,2,1,6,1,2,2,3,3,4,4,4,2,1,0,3,0,6,3,3,1,4,4,2,4,4,1,5,4,2,5,3,1,5,3,1,5,1,3
"S218","prolific","Dimensions",2024-11-19 17:53:01,8.1842,"chrome 131.0.0","false","Linux",1206,608,"Automatic","Male",40,"High school",NA,TRUE,"White","United Kingdom",4,"This was interesting, I'd love to see more of your research!",0,4,4,5,6,0,4,5,1,2,1,5,1,6,1,1,5,6,5,0,6,1,1,6,0,1,6,5,6,2,5,5,6,6,1,6,4,2,4,4,6,0,3,6,0,6,3,0,6,3,0,1,0,0,4,4,6,6,5,0,5,6,4,0,0,0,0,3,0,3,1,4,0,0,5,2,6,0,5,4,0,1,5,0,4,4,6,2,2,6,0,2,0,5,1,3,4,3,5,5,0,0,5,3,4,0,6,0,1,4,0,6,3,4,6,0,5,5,0,6,6,3,3,5,1,1,1,4
"S461","prolific","Dimensions",2024-11-21 17:48:23,5.46431666666667,"chrome 131.0.0","false","Mac OS",1454,709,"Automatic","Male",21,"High school",NA,TRUE,"South Asian","United Kingdom",1,NA,0,1,2,0,2,0,3,0,1,0,2,1,1,0,0,0,2,0,1,4,1,0,3,2,1,1,5,3,1,1,2,3,6,4,0,0,1,0,4,0,4,0,1,0,2,4,1,0,1,1,4,0,0,0,4,2,1,2,1,0,3,6,1,3,0,0,1,1,3,0,1,3,2,1,2,1,3,0,3,1,2,1,3,0,1,1,2,2,1,6,0,4,0,1,0,4,3,2,0,3,1,0,1,2,2,0,6,0,2,2,0,2,1,2,1,4,1,1,0,1,2,3,1,2,2,3,2,1
"S596","prolific","Dimensions",2024-11-29 11:54:24,12.9249166666667,"chrome 131.0.0","false","Windows 10",1920,911,"Automatic","Male",38,"High school",NA,FALSE,"White","United Kingdom",3,NA,0,4,2,5,6,0,4,5,3,3,1,6,3,3,3,5,4,4,6,3,6,3,5,6,3,4,4,4,4,2,5,6,6,6,3,6,1,6,6,4,6,1,6,6,1,6,5,1,5,2,0,1,1,0,6,1,6,6,5,0,5,6,2,6,4,2,3,2,2,5,1,4,1,1,6,1,5,0,3,3,3,1,5,6,4,4,6,1,6,6,5,5,1,5,5,4,1,5,3,4,5,5,5,4,4,5,6,5,3,4,3,4,6,4,5,5,5,4,4,6,5,5,5,5,1,4,5,5
"S478","prolific","Random",2024-11-21 23:09:03,13.8748333333333,"chrome 131.0.0","false","Windows 10",1904,1065,"Automatic","Male",28,"High school",NA,FALSE,"White","Australia",4,NA,0,6,6,4,2,0,4,5,5,5,5,4,3,1,3,3,4,1,2,5,1,5,3,5,1,6,4,3,3,4,1,4,6,4,3,1,1,3,2,3,3,2,4,6,2,4,5,3,3,2,4,5,5,0,3,2,2,1,5,5,4,6,4,3,1,5,0,2,6,0,5,6,4,6,1,6,1,0,2,5,4,6,2,5,5,5,2,3,2,6,4,5,1,1,4,6,0,6,4,3,5,2,6,4,2,3,6,3,4,4,4,2,4,3,4,5,4,3,2,2,3,6,5,4,2,3,3,5
"S256","prolific","Random",2024-11-19 19:59:23,14.0843,"chrome 131.0.0","false","Windows 10",1536,695,"Automatic","Male",30,"Bachelor","Literature, Languages",FALSE,"White","United Kingdom",2,NA,0,4,4,3,5,0,4,3,3,2,4,4,2,4,2,2,3,4,4,0,5,4,2,5,3,3,4,3,4,0,1,3,6,3,2,4,3,4,3,4,5,2,3,4,0,4,3,1,4,4,0,1,0,0,5,2,5,4,3,1,4,6,4,2,0,1,4,2,1,5,2,4,0,1,4,1,3,0,3,2,2,2,3,4,4,5,5,3,5,6,3,2,4,3,1,2,4,4,4,2,5,3,4,4,3,4,6,1,2,5,3,4,3,2,5,4,3,4,1,4,4,4,2,5,3,2,2,3
"S412","prolific","Random",2024-11-21 12:48:15,15.3637666666667,"chrome 130.0.0","false","Windows 10",1536,695,"Automatic","Other",20,"High school",NA,TRUE,"White","United States",3,NA,0,4,2,4,5,0,2,2,4,3,2,2,3,3,0,2,1,3,1,4,2,3,6,4,1,5,5,1,4,5,3,4,6,5,0,5,3,3,5,3,5,0,2,5,5,5,2,3,5,2,0,3,4,0,2,3,4,2,0,0,6,6,3,6,5,0,1,2,4,5,5,6,1,0,5,1,6,0,4,4,3,1,6,5,4,6,4,3,2,6,3,3,1,4,4,4,2,4,2,4,2,5,2,2,4,2,6,1,4,2,0,6,1,5,3,5,2,5,0,5,1,4,6,2,1,3,3,2
"S382","prolific","Dimensions",2024-11-21 09:37:46,20.5187833333333,"chrome 131.0.0","false","Mac OS",1440,778,"Automatic","Male",44,"Doctorate","Biology, Chemistry, Physics",NA,"White","United States",4,"Thank you",0,1,1,4,5,0,1,4,1,1,1,6,5,4,3,2,6,5,5,0,6,1,2,4,0,2,5,2,6,1,4,5,6,5,0,4,0,2,0,2,5,1,3,4,1,5,2,2,6,5,0,0,0,0,4,1,1,5,6,1,6,6,1,0,0,1,1,2,0,3,0,4,0,3,6,3,6,0,1,2,1,4,5,4,4,5,6,1,4,6,3,2,1,4,4,1,2,3,1,4,2,2,5,0,4,4,6,3,1,3,1,4,4,4,1,1,3,1,3,4,6,1,4,6,1,2,1,4
"S428","prolific","Domains",2024-11-21 15:27:37,15.9069166666667,"firefox 132.0.0","false","Windows 10",1920,927,"Automatic","Male",30,"High school",NA,FALSE,"White","United Kingdom",4,NA,0,0,0,5,5,0,3,6,0,0,3,6,6,6,3,0,6,0,6,0,6,0,0,6,3,1,6,2,6,0,4,6,6,6,0,6,3,4,4,3,6,0,4,6,0,6,3,0,6,6,0,0,0,0,6,0,6,6,0,0,0,6,2,0,0,0,0,1,0,0,1,4,0,0,6,0,6,0,2,0,0,3,3,4,3,4,4,1,0,6,1,0,0,6,5,0,4,1,4,1,2,5,1,0,2,0,6,0,2,0,3,6,6,0,4,2,2,4,3,6,6,1,0,6,0,1,1,6
"S385","prolific","Domains",2024-11-21 11:19:19,18.0824166666667,"edge-chromium 130.0.0","false","Windows 10",1528,704,"Automatic","Female",45,"Bachelor","Business, Economics",FALSE,"Black","United States",4,NA,0,4,1,3,5,0,1,5,1,1,5,5,1,5,1,0,4,4,4,1,5,5,4,4,1,1,5,0,5,4,0,4,6,6,0,6,1,6,5,1,3,0,5,5,4,4,3,0,2,5,0,0,0,0,3,0,3,5,1,0,2,6,4,5,0,1,2,3,0,2,4,0,0,0,3,0,5,0,3,1,0,0,2,3,0,0,3,0,4,6,1,0,0,4,2,1,5,1,1,1,6,2,5,3,3,1,6,3,1,5,5,6,1,1,3,2,5,4,5,4,6,1,5,6,3,6,1,5
"S592","prolific","Random",2024-11-29 11:31:48,23.46265,"chrome 131.0.0","false","Mac OS",1135,843,"Automatic","Female",22,"Bachelor","Engineering, Computer Science",FALSE,"Black","United States",3,NA,0,2,1,1,4,0,2,4,2,5,1,4,2,5,2,5,3,2,5,2,5,5,2,5,2,1,4,3,4,1,2,5,6,5,1,5,3,5,5,2,4,2,6,5,1,4,5,1,5,5,2,3,5,0,5,1,5,6,5,3,6,6,4,5,2,2,1,2,4,5,5,4,5,5,6,1,4,0,3,3,1,1,2,5,2,1,5,2,5,6,2,5,2,5,5,2,2,5,5,6,1,5,5,3,6,5,6,2,5,3,1,5,4,2,5,3,1,4,1,5,6,3,5,5,2,4,5,5
"S403","prolific","Random",2024-11-21 12:17:39,14.8417,"chrome 131.0.0","false","Windows 10",1536,738,"Automatic","Female",42,"Bachelor","Arts and Humanities",FALSE,"White","United Kingdom",3,NA,0,1,4,4,6,0,4,4,0,4,1,1,2,2,3,6,2,5,4,4,4,4,5,4,3,0,5,2,4,0,1,4,6,4,2,5,2,4,2,2,4,0,1,4,0,5,2,0,4,4,0,1,2,0,5,1,5,3,2,1,4,6,4,2,1,2,5,1,2,4,4,5,1,1,5,0,5,0,4,5,4,5,6,5,2,6,4,2,3,6,2,6,3,2,4,4,3,2,3,2,5,5,3,4,4,4,6,4,5,5,2,4,2,2,4,4,5,5,4,2,5,4,2,4,4,4,4,4
"S755","prolific","Random",2024-12-02 14:35:45,8.1673,"chrome 131.0.0","false","Mac OS",1440,709,"Automatic","Female",38,"High school",NA,FALSE,"White","United Kingdom",4,"interesting study and i liked how it connected it all together",0,3,4,5,4,0,6,4,3,4,3,3,2,4,6,1,5,3,4,2,3,3,5,5,6,4,3,4,4,2,4,3,6,5,0,6,1,3,6,6,5,3,5,5,2,5,0,1,4,4,2,1,1,0,3,2,4,4,4,2,5,6,3,4,2,1,3,4,1,4,5,4,2,1,4,2,5,0,4,4,2,6,4,6,4,4,4,5,5,6,6,4,4,4,4,6,6,4,4,3,3,6,4,4,5,4,6,5,5,4,2,5,1,5,4,5,2,5,3,4,5,4,3,3,6,5,6,4
"S451","prolific","Domains",2024-11-21 16:56:17,12.5007166666667,"ios 17.6.0","true","iOS",980,1695,"Automatic","Female",40,"Bachelor","Political Science, Law",FALSE,"Mixed","United Kingdom",4,NA,0,2,1,4,6,0,4,4,1,3,3,5,6,6,3,0,5,4,4,3,5,0,2,6,0,1,4,1,5,5,2,4,6,3,3,4,4,5,5,4,5,2,4,5,2,5,2,2,5,2,1,1,1,3,2,0,2,2,5,1,0,6,2,2,1,0,0,0,0,1,2,5,4,3,4,2,4,0,1,4,1,4,4,4,3,3,4,3,1,6,4,3,3,1,3,5,2,5,2,2,5,3,4,4,2,3,6,3,2,3,3,3,2,2,3,5,3,1,5,3,3,4,3,4,2,3,1,3
"S384","prolific","Dimensions",2024-11-21 10:56:42,8.17096666666667,"firefox 129.0.0","false","Windows 10",1366,635,"Return","Male",27,"High school",NA,TRUE,"Black","United States",4,NA,4,4,5,3,4,4,3,5,0,5,5,6,4,4,4,3,4,4,5,4,5,4,5,3,5,5,4,4,4,4,6,3,5,4,5,4,3,3,4,5,5,5,5,4,5,5,4,4,4,4,4,5,3,0,4,3,3,3,3,6,4,6,4,5,3,3,5,4,6,4,4,4,4,3,3,5,4,4,4,3,4,4,4,4,5,5,3,5,5,5,3,4,5,4,4,4,3,4,5,5,4,4,2,4,4,5,4,5,5,4,5,3,5,6,3,5,3,5,3,4,5,4,5,3,4,3,5,5
"S179","prolific","Domains",2024-11-19 15:06:53,13.6463666666667,"chrome 130.0.0","false","Windows 10",2560,1313,"Automatic","Female",46,"Bachelor","Engineering, Computer Science",FALSE,"White","United States",4,"these were interesting questions to ask myself, thanks!",0,0,1,3,6,0,6,5,0,1,4,4,4,5,1,0,6,1,4,0,6,0,4,6,2,0,5,0,3,2,3,5,6,5,0,6,0,0,2,0,6,0,0,6,0,6,2,0,6,5,0,4,4,0,3,2,6,6,4,2,3,6,0,2,4,1,1,1,3,6,1,5,0,0,5,2,6,0,2,5,0,0,4,5,3,6,3,4,5,6,5,2,0,5,4,2,2,5,3,4,4,3,6,4,3,4,6,3,0,4,3,5,0,2,3,5,2,4,2,2,4,4,4,6,3,6,4,4
"S526","prolific","Random",2024-11-24 13:36:56,10.0611333333333,"chrome 130.0.0","false","Windows 10",1360,607,"Automatic","Female",28,"Bachelor","Arts and Humanities",FALSE,"White","United Kingdom",3,NA,0,5,6,4,5,0,4,3,4,5,6,3,1,5,5,2,5,6,3,5,5,6,5,4,2,4,3,6,5,1,1,4,6,5,1,3,2,3,4,3,4,2,5,5,2,2,4,4,6,6,2,3,4,0,6,4,3,3,4,2,5,6,5,6,5,5,2,0,3,5,6,4,2,2,4,5,5,0,2,6,5,5,5,5,4,5,3,3,6,6,4,5,5,2,4,3,4,5,3,4,4,4,6,4,4,4,6,3,5,6,6,5,1,3,3,4,3,2,4,4,2,4,6,5,5,2,4,5
"S362","prolific","Dimensions",2024-11-20 17:02:53,27.0346166666667,"chrome 131.0.0","false","Windows 10",1280,585,"Automatic","Female",30,"Master","Medicine, Pharmacy and Nursing",TRUE,"Black","United Kingdom",4,"I enjoyed the survey because I learned along the survey ",0,6,0,6,6,0,6,6,1,1,2,6,5,6,6,6,5,6,4,6,6,0,5,6,6,0,0,6,0,6,1,6,6,6,5,6,6,3,6,6,6,1,5,6,0,6,1,1,6,6,1,6,6,0,6,1,6,5,6,1,6,6,6,0,0,0,5,0,0,1,1,6,0,0,6,6,6,0,0,5,0,6,6,5,0,6,6,6,6,6,6,6,6,6,6,1,5,6,6,5,6,5,0,6,6,6,1,6,6,0,6,6,1,5,6,5,6,3,6,6,6,5,6,6,6,4,6,6
"S377","prolific","Random",2024-11-21 07:04:50,18.5278666666667,"opera 114.0.0","false","Windows 10",1275,877,"Automatic","Male",22,"Bachelor","Other",TRUE,"Hispanic/Latino","United States",4,NA,0,5,0,3,6,0,3,6,6,6,4,0,4,6,6,6,4,4,6,3,6,6,1,6,0,2,1,6,6,0,0,4,6,6,3,6,4,6,6,6,6,0,6,6,0,6,6,4,5,4,0,1,6,0,6,0,3,6,6,0,6,6,6,0,2,4,6,6,4,5,4,6,6,0,4,2,6,0,4,5,6,5,4,6,2,6,4,2,2,6,1,6,6,3,3,6,6,5,3,4,5,2,4,4,2,3,6,4,0,0,6,6,6,5,6,3,6,5,3,4,6,2,6,5,0,4,4,6
"S741","prolific","Domains",2024-12-02 10:13:05,17.7289333333333,"chrome 130.0.0","false","Chrome OS",1366,777,"Automatic","Male",56,"Master","Engineering, Computer Science",FALSE,"White","United Kingdom",4,NA,0,1,4,1,4,0,5,5,1,5,2,5,1,5,3,4,2,1,6,0,5,1,5,6,1,2,4,4,6,4,1,3,6,5,0,5,0,2,4,1,5,0,1,5,4,5,4,1,4,5,0,0,0,0,2,1,5,6,2,0,2,6,3,5,0,5,5,1,0,5,5,6,1,1,5,6,6,0,5,0,4,2,5,3,6,3,3,1,1,6,4,0,4,2,5,4,0,4,1,2,6,5,1,4,3,1,6,1,6,4,4,4,2,0,5,5,5,6,5,4,6,5,5,5,2,6,2,5
"S426","prolific","Domains",2024-11-21 15:10:25,13.9445666666667,"chrome 131.0.0","false","Mac OS",1470,832,"Automatic","Male",24,"Bachelor","Literature, Languages",TRUE,"Hispanic/Latino","United States",4,NA,0,0,3,6,6,0,6,6,0,6,0,0,6,4,6,4,6,6,6,6,6,3,0,0,0,6,6,0,6,0,6,6,6,6,0,3,0,0,3,0,6,0,0,2,0,6,6,0,6,0,0,0,0,0,6,0,6,6,6,0,6,0,4,0,0,5,6,0,6,2,3,3,0,0,6,0,6,0,0,6,0,0,3,6,0,0,6,0,0,6,6,0,6,0,0,6,6,6,0,3,6,6,6,3,3,0,6,0,6,6,0,6,0,3,3,3,3,6,6,6,6,6,6,6,3,3,3,3
"S296","prolific","Domains",2024-11-19 21:36:39,13.0524666666667,"chrome 130.0.0","false","Chrome OS",1366,633,"Automatic","Male",60,"High school",NA,FALSE,"White","United Kingdom",4,NA,0,3,5,4,2,0,4,3,1,5,4,4,4,1,1,2,1,1,4,4,6,5,3,6,5,4,1,4,2,4,0,5,6,6,1,6,3,6,6,6,6,0,6,6,1,6,0,2,4,5,6,4,4,0,5,4,4,6,2,5,3,6,4,5,4,0,3,4,5,3,5,3,4,0,2,1,1,0,5,1,1,2,1,1,1,1,3,3,3,6,2,6,3,3,3,4,1,2,4,3,4,4,2,4,2,2,6,4,4,5,5,4,4,3,5,5,2,2,5,3,5,5,1,4,1,3,2,3
"S674","prolific","Random",2024-11-30 13:48:40,19.8706666666667,"chrome 131.0.0","false","Windows 10",1280,665,"Return","Male",22,"High school",NA,TRUE,"South Asian","United Kingdom",4,"thank you so much.",0,3,4,5,5,4,4,3,4,3,0,5,1,5,3,3,2,3,5,4,6,2,4,6,4,3,3,4,4,3,3,4,6,6,2,1,0,3,5,3,3,4,3,5,4,3,3,4,6,2,3,2,6,6,3,0,3,4,5,4,6,5,4,4,3,3,2,4,5,5,4,5,4,5,3,1,2,5,2,4,1,2,6,5,6,6,3,1,4,6,6,3,3,5,4,6,4,4,2,4,5,4,6,4,5,2,6,4,5,3,0,3,3,3,4,5,4,6,1,4,6,3,6,3,2,6,5,2
"S643","prolific","Random",2024-11-30 07:57:18,10.0057,"safari 18.1.0","false","Mac OS",1324,860,"Automatic","Female",35,"Bachelor","Medicine, Pharmacy and Nursing",TRUE,"White","United States",2,NA,0,2,0,5,5,0,6,4,0,0,2,6,5,4,2,3,5,5,4,4,6,1,5,6,4,1,3,0,5,0,5,5,6,6,0,6,4,5,5,5,6,0,5,6,0,6,5,0,5,6,0,0,0,0,6,0,4,6,4,0,6,6,5,0,0,0,1,4,0,1,0,6,0,0,6,0,5,0,4,4,0,1,4,4,3,3,6,3,4,4,3,4,4,6,6,4,5,4,6,6,4,3,4,4,6,6,6,5,2,6,1,6,6,5,4,6,6,6,4,6,6,4,6,4,2,5,4,6
"S139","prolific","Domains",2024-11-19 12:47:12,21.01375,"chrome 131.0.0","false","Windows 10",1600,898,"Automatic","Female",40,"Bachelor","Arts and Humanities",FALSE,"White","United Kingdom",3,"I think i am more aware of my heart because i have an irregular heart beat. I feel i have to be aware of what my heart is doing, to be safe. ",0,1,1,5,6,0,5,6,1,1,0,5,1,6,3,5,6,6,5,6,6,1,3,4,1,3,5,4,6,0,5,3,6,6,1,6,3,5,6,1,6,0,5,5,0,5,0,0,6,6,3,1,2,0,5,3,6,6,2,3,6,6,0,0,1,0,0,2,6,1,1,6,0,0,6,4,6,0,3,3,5,5,4,3,3,1,6,5,6,6,4,6,3,5,3,5,1,5,3,4,6,5,5,6,5,2,6,2,0,6,0,6,0,5,4,6,5,3,3,6,4,6,4,6,1,5,1,3
"S325","prolific","Dimensions",2024-11-20 07:48:45,8.65588333333333,"firefox 132.0.0","false","Windows 10",958,918,"Automatic","Male",36,"High school",NA,FALSE,"White","United Kingdom",3,NA,0,1,2,6,4,0,0,4,0,2,1,1,5,4,4,5,4,0,3,6,5,0,2,6,0,0,4,4,4,1,4,6,6,6,0,3,0,4,4,0,6,0,2,4,0,6,0,0,5,0,0,0,0,0,3,0,1,2,4,0,5,6,2,4,0,0,0,4,5,4,1,4,0,0,4,0,6,0,0,4,0,0,6,3,4,6,6,1,2,6,4,0,4,6,1,2,6,3,4,2,5,2,0,2,2,1,6,3,0,0,0,6,0,2,6,1,2,3,3,4,1,2,4,3,0,1,2,3
